"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
pyzel-mini-ghost-round-6-x-19-7-8-x-2-5-8-338l-eps-sem-longarina;"Pyzel Mini Ghost Round 6' x 19 7/8 x 2 5/8 - 33,8L - EPS sem Longarina";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;6';Volume;33,8L;;;3,940.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"33.8L, 6', Mini Ghost, pranha de surf, pyzel, Round";;;Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-red-tiger-59-x-19-1-8-x-2-5-16-275l-pu;"Pyzel Red Tiger 5'9 x 19 1/8 x 2 5/16 - 27,5L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'9;Volume;27,5L;;;3,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'9, pranha de surf, pyzel, red tiger";;"Proporcionando surfe suave até mesmo em ondas ruins, a Red Tiger é provavelmente a nossa prancha mais veloz.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-red-tiger-510-x-19-1-4-x-2-3-8-287l-pu;"Pyzel Red Tiger 5'10 x 19 1/4 x 2 3/8 - 28,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'10;Volume;28,7L;;;3,940.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'10, pranha de surf, pyzel, red tiger";;"Proporcionando surfe suave até mesmo em ondas ruins, a Red Tiger é provavelmente a nossa prancha mais veloz.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-white-tiger-58-x-20-x-2-5-8-335l-eps;"Pyzel White Tiger swallow - 5'8 x 20 x 2 5/8 - 33,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'8;Volume;33,5L;;;4,960.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'8, pranha de surf, pyzel, white tiger";"Prancha de surf Pyzel White Tiger 5'8 x 20 x 2 5/8 - 33,5L EPS";;Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-white-tiger-511-x-20-1-2-x-2-3-4-375l-eps;"Pyzel White Tiger 5'11 x 20 1/2 x 2 3/4 - 37,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'11;Volume;37,5L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'11, pranha de surf, pyzel, white tiger";"Prancha de surf Pyzel White Tiger 5'11 x 20 1/2 x 2 3/4 - 37,5L EPS";"A White Tiger é o mais novo modelo que acrescentamos à nossa linha Funformance.";Pyzel;SIM;;Unissex;Adulto;
pyzel-shadow-511-x-19-1-4-x-2-9-16-306l-eps-sem-longarina;"Pyzel Shadow 5'11 x 19 1/4 x 2 9/16 - 30,6L - EPS sem Longarina";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'11;Volume;30,6L;;;4,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'11, pranha de surf, pyzel, shadow";;;Pyzel;SIM;;Unissex;Adulto;
al-merrick-rocket-wide-58-x-19-1-2-x-2-1-2-308-eps;"Al Merrick Rocket Wide 5'8 x 19 1/2 x 2 1/2 - 30,8 - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;30,3L;;;5,690.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, rocket wide";;;"Al Merrick";SIM;;;;
prancha-seminova-dhd-dx1-510-x-19-x-2-3-8-277l-pu;"Prancha Seminova DHD DX1- 510 x 19 x 2 3/8 - 27,7L - PU";"Prancha de surf > Prancha de surf usada seminova, Pranchas em promoção";Tamanho;5'10;Volume;27,7L;;;1,190.00;1,090.00;4.00;20.00;55.00;190.00;2;;;SIM;NÃO;;"dhd, phoenix sw, prancha usada, seminova";;;DHD;SIM;;;;
dhd-sweet-spot-4-0-62-x-19-7-8-x-2-5-8-33l-pu;"DHD Sweet Spot 4.0 - 6'2 x 19 7/8 x 2 5/8 - 33L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6'2;Volume;33L;;;3,900.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'10, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-black-diamond-6-x-20-1-2-x-2-3-4-358l-eps;"DHD Black Diamond 6' x 20 1/2 x 2 3/4 - 35,8L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6';Volume;35,8L;;;4,590.00;4,390.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'10, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-mf-twin-58-x-19-5-8-x-2-1-2-298l-eps;"DHD MF Twin 5'6 x 19 1/4 x 2 3/8 - 27,5L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'8;Volume;29,8L;;;4,590.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"27.5L, 5'6, dhd, Mini Twin, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-mini-twin-57-x-20-1-4-x-2-1-2-30l-eps;"DHD Mini Twin 5'7 x 20 1/4 x 2 1/2 - 30L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'7;Volume;30L;;;4,590.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"30L, 5'7, dhd, Mini Twin, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-sandman-510-x-19-1-2-x-2-1-2-30l-eps;"DHD Sandman 5'10 x 19 1/2 x 2 1/2 - 30L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'10;Volume;30L;;;4,325.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"30L, 5'10, dhd, prancha de surf, sandman";;;"DHD Surfboards";SIM;;;;
dhd-sandman-6-x-19-3-4-x-2-11-16-33l-eps;"DHD Sandman 6' x 19 3/4 x 2 11/16 - 33L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6';Volume;33L;;;4,325.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"33L, 6', dhd, prancha de surf, sandman";;;"DHD Surfboards";SIM;;;;
al-merrick-ci-mid-twin-65-x-20-7-8-x-2-11-16-397l-pu;"Al Merrick CI Mid Twin 6'5 x 20 7/8 x 2 11/16 - 39,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;6'5;Volume;39,7L;;;5,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"37.5L, 6'3, al merrick, bobby quad, prancha de surf, quad";"Al Merrick CI Mid Twin 6'5 x 20 7/8 x 2 11/16 - 39,7L PU";"Inspirado pelas linhas limpas das pranchas monoquilhas, a Mid carrega essa vibe atemporal com nitidez, sensibilidade e liberdade, possível através de recursos modernos, sinônimo dos princípios do design de Al Merrick.";"Al Merrick";SIM;;;;
al-merrick-happy-everyday-510-x-19-3-4-x-2-1-2-309l-eps-spinetek;"Al Merrick Happy Everyday 5'10 x 19 3/4 x 2 1/2 - 30,9L - EPS Spinetek";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;30,9L;;;6,325.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"29.4L, 5'9, al merrick, Channel Islands, happy everyday, prancha de surf";;;"Al Merrick";SIM;;Unissex;Adulto;
snapy-summer-joy-59-x-20-x-2-7-16-305l-eps;"Snapy Summer Joy - 5'9 x 20 x 2 7/16 - 30,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy";Tamanho;5'9;Volume;30,5L;;;2,990.00;2,935.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"31.6L, 5'11, black horse, prancha de surf, snapy";;;Snapy;SIM;;;;
prancha-seminova-al-merrick-proton-63-x-18-7-8-x-2-5-16-281l-pu;"Prancha Seminova Al Merrick Proton - 6'3 x 18 7/8 x 2 5/16 - 28,1L - PU";"Prancha de surf > Prancha de surf usada seminova, Pranchas em promoção";Tamanho;6'3;Volume;28,1L;;;2,290.00;;4.00;20.00;55.00;190.00;1;;;SIM;NÃO;;"al merrick, Channel Islands, ci, prancha usada, seminova";;;"al merrick";SIM;;;;
prancha-de-surf-al-merrick-ci-mid-610-x-20-7-8-x-2-11-16-423l-pu;"Al Merrick CI Mid 6'10 x 20 7/8 x 2 11/16 - 42,3L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6'10;Volume;42,3L;;;4,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"42.3L, 6'10, al merrick, CI Mid, prancha de surf";"Prancha de surf Al Merrick CI Mid 6'10 x 20 7/8 x 2 11/16 - 42,3L PU";;"Al Merrick";SIM;;;;
prancha-de-surf-al-merrick-bobby-quad-55-x-19-1-2-x-2-7-16-287l-pu;"Al Merrick Bobby Quad 5'5 x 19 1/2 x 2 7/16 - 28,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'5;Volume;28,7L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"28.7L, 5'5, al merrick, bobby quad, prancha de surf, quad";"Prancha de Surf Al Merrick Bobby Quad 5'5 x 19 1/2 x 2 7/16 - 28,7L PU";;"Al Merrick";SIM;;;;
prancha-de-surf-al-merrick-bobby-quad-57-x-19-7-8-x-2-9-16-324l-pu;"Al Merrick Bobby Quad 5'7 x 19 7/8 x 2 9/16 - 32,4L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'7;Volume;32,4L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"32.4L, 5'7, al merrick, bobby quad, prancha de surf, quad";"Prancha de surf Al Merrick Bobby Quad 5'7 x 19 7/8 x 2 9/16 - 32,4L PU";;"Al Merrick";SIM;;;;
al-merrick-happy-everyday-swallow-58-x-19-1-4-x-2-3-8-279l-pu;"Al Merrick Happy Everyday 5'8 x 19 1/4 x 2 3/8 - 27,9L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;27,9L;;;4,800.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34.2L, 6, al merrick, Channel Islands, happy everyday, prancha de surf";"Al Merrick Happy Everyday swallow 5'8 x 19 1/4 x 2 3/8 - 27,9L - PU";;"Al Merrick";SIM;;;;
dhd-utopia-60-x-19-1-2-x-2-5-8-32l-eps;"DHD Utopia 6'0 x 19 1/2 x 2 5/8 - 32L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6'0;Volume;32L;;;4,390.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"dhd, prancha de surf, utopia";;;"DHD Surfboards";SIM;;;;
pyzel-shadow-59-x-19-x-2-7-16-285-eps-sem-longarina;"Pyzel Shadow 5'9 x 19 x 2 7/16 - 28,5 - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'9;Volume;28,5L;;;4,380.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'9, pranha de surf, pyzel, shadow";;;Pyzel;SIM;;Unissex;Adulto;
pyzel-pyzalien-511-x-19-3-8-x-2-7-16-301l-pu;"Pyzel Pyzalien 5'11 X 19 3/8 X 2 7/16 - 30,1L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards, Pranchas em promoção";Tamanho;5'11;Volume;30,1L;;;3,840.00;3,790.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"27.3L, 5'9, pranha de surf, Pyzalien, pyzel";;;Pyzel;SIM;;Unissex;Adulto;
pyzel-the-ghost-511-x-19-1-8-x-2-1-2-284l-pu;"Pyzel The Ghost 5'11 x 19 1/8 x 2 1/2 - 28,4L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'11;Volume;28,4L;;;4,380.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"28.4L, 5'11, pranha de surf, pyzel, the ghost";;;Pyzel;SIM;;Unissex;Adulto;
pyzel-mini-ghost-round-58-x-19-1-8-x-2-1-2-293l-eps-sem-longarina;"Pyzel Mini Ghost Round 5'8 x 19 1/8 x 2 1/2 - 29,3L - EPS sem Longarina";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'8;Volume;29,3L;;;4,190.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"29.3L, 5'8, Mini Ghost, pranha de surf, pyzel, Round";;;Pyzel;SIM;;Unissex;Adulto;
pyzel-the-ghost-60-x-19-3-8-x-2-9-16-299l-pu;"Pyzel The Ghost 6'0 x 19 3/8 x 2 9/16 - 29,9L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;6';Volume;29,9L;;;3,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"29.9L, 6', pranha de surf, pyzel, the ghost";;;Pyzel;SIM;;Unissex;Adulto;
al-merrick-two-happy-511-x-19-1-8-x-2-7-16-29-3l-pu;"Al Merrick Two Happy 5'11 X 19 1/8 X 2 7/16 - 29.3L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'11;Volume;29,3L;;;4,550.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"27.1L, 5'10, al merrick, Channel Islands, prancha de surf, pu, two happy";;;"Al Merrick";SIM;;;;
al-merrick-two-happy-510-x-19-x-2-7-16-28-7-l-pu;"Al Merrick Two Happy 5'10 X 19 1/8 X 2 7/16 - 28.9 L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;28,9L;;;4,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"27.1L, 5'10, al merrick, Channel Islands, prancha de surf, pu, two happy";;;"Al Merrick";SIM;;;;
al-merrick-fishbeard-58-x-19-3-8-x-2-7-16-292l-pu;"Al Merrick Fishbeard 5'8 x 19 3/8 x 2 7/16 - 29,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;29,2L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"30.7L, 5'9, al merrick, fish, fishbeard, prancha de surf";;;"Al Merrick";SIM;;;;
softboard-hero-60-x-21-x-2-7-8-45l2;"Softboard Hero 6'0 x 21 x 2 7/8 - 45L";"Prancha de surf > Prancha de surf nova > Prancha de surf Hero, Prancha de surf > Prancha de surf para iniciantes";Tamanho;6';Volume;45L;;;1,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"prancha de surf";;;Hero;SIM;;Unissex;Adulto;
softboard-hero-60-x-21-x-2-7-8-45l1;"Softboard Hero 6'0 x 21 x 2 7/8 - 45L";"Prancha de surf > Prancha de surf nova > Prancha de surf Hero, Prancha de surf > Prancha de surf para iniciantes";Tamanho;6';Volume;45L;;;1,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"prancha de surf";;;Hero;SIM;;Unissex;Adulto;
softboard-hero-60-x-21-x-2-7-8-45l;"Softboard Hero 6'0 x 21 x 2 7/8 - 45L";"Prancha de surf > Prancha de surf nova > Prancha de surf Hero, Prancha de surf > Prancha de surf para iniciantes";Tamanho;6';Volume;45L;;;1,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"prancha de surf";;;Hero;SIM;;Unissex;Adulto;
snapy-drip-57-x-20-x-2-1-2-295l-eps;"Snapy Drip 5'7 x 20 x 2 1/2 - 29,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy";Tamanho;5'7;Volume;29,5L;;;3,190.00;2,935.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"36.1L, 6', Drip, prancha de surf, snapy";"Prancha de surf Snapy Drip 6'0 x 20 3/4 x 2/3/4 - 36,1L EPS";;Snapy;SIM;;;;
prancha-de-surf-snapy-the-jam-2-0-59-x-18-7-8-x-2-3-8-267l-pu;"Snapy The Jam 2.0 5'9 X 18 7/8 X 2 3/8 - 26,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy, Pranchas em promoção";Tamanho;5'9;Volume;26,7L;;;2,590.00;2,190.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"26.7L, 5'9, prancha de surf, snapy, The Jam 2.0";"Prancha de surf Snapy The Jam 2.0 5'9 X 18 7/8 X 2 3/8 - 26,7L PU";;Snapy;SIM;;Unissex;Adulto;
snapy-the-jam-revolution-511-x-19-1-8-x-2-1-2-29l-pu;"Snapy The Jam Revolution 5'11 X 19 1/8 X 2 1/2 - 29,L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy";Tamanho;5'11;Volume;29L;;;2,790.00;2,290.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"prancha de surf, snapy, The Jam 2.0";"Snapy The Jam Revolution 5'11 X 19 1/8 X 2 1/2 - 29,L PU";;Snapy;SIM;;;;
prancha-de-surf-snapy-black-horse-511-x-19-3-4-x-2-1-2-316l-eps;"Snapy Black Horse 5'11 x 19 3/4 x 2 1/2 - 31,6L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy";Tamanho;5'11;Volume;31,6L;;;3,190.00;2,935.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"31.6L, 5'11, black horse, prancha de surf, snapy";"Snapy Black Horse 5'11 x 19 3/4 x 2 1/2 - 31,6L - EPS";"Essa prancha possui um outline levemente mais largo no bico para suportar a aterrisagem dos aéreos. Outra adaptação foi posicionar o edge point mais para frente e o mid point mais para trás, fazendo assim com que a prancha se encaixe muito bem em marolas de até 1 metro.";Snapy;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-phantom-xl-62-x-20-5-8-x-2-3-4-372l-pu;"Pyzel Phantom XL 6'2 x 20 5/8 x 2 3/4 - 37,2L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;6'2;Volume;37,2L;;;3,890.00;3,590.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"37.2L, 6'2, Phantom XL, pranha de surf, pyzel";"Prancha de surf Pyzel Phantom XL 6'2 x 20 5/8 x 2 3/4 - 37,2L PU";"A Phantom é a filha do meio da família Ghost, uma versão reduzida do atual modelo favorito de John John Florence (a Ghost) e projetada para ser a prancha de sua preferência para condições mais comuns.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-mini-ghost-511-x-19-3-4-x-2-9-16-327l-pu;"Pyzel Mini Ghost 5'11 x 19 3/4 x 2 9/16 - 32,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'11;Volume;32,7L;;;3,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 5'11, Mini Ghost, pranha de surf, pyzel";"Prancha de surf Pyzel Mini Ghost 5'11 x 19 3/4 x 2 9/16 - 32,7L PU";"A Mini Ghost surgiu em consequência do trabalho com Koa Smith para fabricar uma versão menor, divertida e robusta de uma de suas pranchas favoritas, a Ghost.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-mini-ghost-58-x-19-1-4-x-2-1-2-298l-pu;"Pyzel Mini Ghost 5'8 x 19 1/4 x 2 1/2 - 29,8L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'8;Volume;29,8L;;;3,890.00;3,590.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"29.8L, 5'8, Mini Ghost, pranha de surf, pyzel";"Prancha de surf Pyzel Mini Ghost 5'8 x 19 1/4 x 2 1/2 - 29,8L PU";"A Mini Ghost surgiu em consequência do trabalho com Koa Smith para fabricar uma versão menor, divertida e robusta de uma de suas pranchas favoritas, a Ghost.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-radius-511-x-18-7-8-x-2-3-8-271l-pu;"Pyzel Radius 5'11 x 18 7/8 x 2 3/8 - 27,1L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards, Pranchas em promoção";Tamanho;5'11;Volume;27,1L;;;3,690.00;3,390.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"27.1L, 5'11, pranha de surf, pyzel, Radius";"Prancha de surf Pyzel Radius 5'11 x 18 7/8 x 2 3/8 - 27,1L PU";"Escolhida por Jordy Smith como melhor prancha da Stab in the Dark de 2017, nossa Radius 2018 é a mais recente encarnação de nosso top design de alta performance, a Bastard, a prancha usada por John John Florence em sua disputa do Título Mundial em 2016.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-pyzalien-59-x-19-x-2-5-16-2735l-pu;"Pyzel Pyzalien 5'9 x 19 x 2 5/16 - 27,35L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards, Pranchas em promoção";Tamanho;5'9;Volume;27,3L;;;3,690.00;3,390.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"27.3L, 5'9, pranha de surf, Pyzalien, pyzel";"Prancha de surf Pyzel Pyzalien 5'9 x 19 x 2 5/16 - 27,35L PU";"Uma opção incrível caso você queira ter apenas uma prancha, a Pyzalien 2 é uma versão nova de uma prancha favorita mais antiga! Por anos, a Pyzalien original foi um dos modelos favoritos de todos os tempos, de modo que decidimos por uma nova abordagem e lançar uma nova e melhorada Pyzalien 2 para 2020.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-phantom-xl-60-x-20-1-2-x-2-11-16-347l-pu;"Pyzel Phantom XL 6'0 x 20 1/2 x 2 11/16 - 34,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;6';Volume;34,7L;;;3,890.00;3,590.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34.7L, 6', Phantom XL, pranha de surf, pyzel";"Prancha de surf Pyzel Phantom XL 6'0 x 20 1/2 x 2 11/16 - 34,7L PU";"A Phantom é a filha do meio da família Ghost, uma versão reduzida do atual modelo favorito de John John Florence (a Ghost) e projetada para ser a prancha de sua preferência para condições mais comuns.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-pyzel-astropop-59-x-20-1-8-x-2-5-8-341l-pu;"Pyzel AstroPop 5'9 x 20 1/8 x 2 5/8 - 34,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'9;Volume;34,1L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34.1L, 5'9, astropop, pranha de surf, pyzel";"Prancha de surf Pyzel AstroPop 5'9 x 20 1/8 x 2 5/8 - 34,1L - PU";"A Astro Pop foi projetada para lhe dar aquela faísca extra e facilidade nas remadas em ondas mais lentas e mais fracas, ao mesmo tempo mantendo uma performance de qualidade, além de ser superdivertida para surfar em ondas boas.";Pyzel;SIM;;Unissex;Adulto;
prancha-de-surf-js-sub-xero-56-x-20-x-2-9-16-303l-eps;"JS Sub Xero 5'6 x 20 x 2 9/16 - 30,3L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'6;Volume;30,3L;;;3,990.00;2,995.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"30.3L, 5'6, js, js industries, prancha de surf, Sub Xero";"Prancha de surf JS Sub Xero 5'6 x 20 x 2 9/16 - 30,3L - EPS";"Foi concebido para ser para o alto desempenho em ondas na altura do joelho, e não podíamos estar mais entusiasmados em levá-la para aqueles dias em que nem sequer se entraria no oceano sem o foguete certo.";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-sub-xero-57-x-20-1-4-x-2-5-8-32l-eps;"JS Sub Xero 5'7 x 20 1/4 x 2 5/8 - 32L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'7;Volume;32L;;;3,990.00;3,490.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32L, 5'7, js, js industries, prancha de surf, Sub Xero";"Prancha de surf JS Sub Xero 5'7 x 20 1/4 x 2 5/8 - 32L - EPS";"Foi concebido para ser para o alto desempenho em ondas na altura do joelho, e não podíamos estar mais entusiasmados em levá-la para aqueles dias em que nem sequer se entraria no oceano sem o foguete certo.";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-raging-bull-510-x-19-1-4-x-2-1-2-297l-pu;"JS Raging Bull 5'10 x 19 1/4 x 2 1/2 - 29,7L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'10;Volume;29,7L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"29.7L, 5'10, js, js industries, prancha de surf, Raging Bull";"Prancha de surf JS Raging Bull 5'10 x 19 1/4 x 2 1/2 - 29,7L - PU";"Perfeita para surfistas mais fortes ou pesados que querem uma prancha com bastante volume mas que possa também entregar muita performance. Ganhou o prêmio da SBI Awards de melhor prancha do mundo em 2021!";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-xero-58-x-19-1-2-x-2-1-2-294l-pu;"JS Xero 5'8 x 19 1/2 x 2 1/2 - 29,4L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'8;Volume;29,4L;;;3,790.00;3,490.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"29.4L, 5'8, js, js industries, prancha de surf, Xero";"Prancha de surf JS Xero 5'8 x 19 1/2 x 2 1/2 - 29,4L - PU";"Incrivelmente rápida, este rocker se encaixa em uma enorme variedade de ondas e oferece ainda mais velocidade do que o Monsta Box. É plano o suficiente para andar em qualquer onda, mas tem rocker suficiente para ser empurrado com força quando combinado com o outline limpo e o desempenho do Monsta, proporcionando tro";"JS Industries";SIM;;Unissex;Adulto;
prancha-de-surf-js-bullseye-511-x-20-1-4-x-2-5-8-347l-eps;"JS Bullseye 5'11 x 20 1/4 x 2 5/8 - 34,7L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'11;Volume;34,7L;;;3,990.00;3,490.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34.7L, 5'11, Bullseye, js, js industries, prancha de surf";"Prancha de surf JS Bullseye 5'11 x 20 1/4 x 2 5/8 - 34,7L - EPS";"Bullseye, foi concebida para um surf em ondas pequenas, diferente da  Raging Bull. Deve ser de 2 a 3 polegadas mais curta e mais larga do que a Ranging Bull. A Bullseye é construída para mantê-lo pegando muitas ondas passando por sessões cheias da onda, ao contrario de outras pranchas que estariam lutando para gera";"JS Industries";SIM;;Unissex;Adulto;
